1::1,2::2,3::3,4::4,5::5,6::6,7::7,8::8
,,,,,,,
Bildname,IP-Bildgröße ändern-02, , , , , , 
T = 0,Z = 0, , , , , , 
 , , , , , , , 
Nr.,Werkzeug,Position1[nm],Position2[nm],ΔP2-P1[nm],ΔCh1-T1,ΔT PMT-T1,ΔCh2-T2
 , , , , , , , 
Abstand[nm],Ch1-T1,T PMT-T1,Ch2-T2, , , , 
0.000,1.000,0.000,0.000, , , , 
240.916,0.000,0.000,0.000, , , , 
481.832,3.000,0.000,0.000, , , , 
722.748,2.000,0.000,0.000, , , , 
963.664,2.000,0.000,0.000, , , , 
1204.580,2.000,0.000,0.000, , , , 
1445.496,1.000,0.000,0.000, , , , 
1686.412,0.000,0.000,1.000, , , , 
1927.329,1.000,0.000,1.000, , , , 
2168.245,2.000,0.000,0.000, , , , 
2409.161,2.000,0.000,0.000, , , , 
2650.077,1.000,0.000,0.000, , , , 
2890.993,1.000,0.000,0.000, , , , 
3131.909,2.000,0.000,1.000, , , , 
3372.825,0.000,0.000,1.000, , , , 
3613.741,1.000,0.000,0.000, , , , 
3854.657,1.000,0.000,0.000, , , , 
4095.573,0.000,0.000,0.000, , , , 
4336.489,1.000,0.000,0.000, , , , 
4577.405,1.000,0.000,0.000, , , , 
4818.321,0.000,0.000,0.000, , , , 
5059.237,0.000,0.000,0.000, , , , 
5300.153,1.000,0.000,0.000, , , , 
5541.070,0.000,0.000,1.000, , , , 
5781.986,0.000,0.000,0.000, , , , 
6022.902,1.000,0.000,0.000, , , , 
6263.818,1.000,0.000,2.000, , , , 
6504.734,0.000,0.000,1.000, , , , 
6745.650,1.000,0.000,0.000, , , , 
6986.566,0.000,0.000,1.000, , , , 
7227.482,0.000,0.000,1.000, , , , 
7468.398,1.000,0.000,1.000, , , , 
7709.314,1.000,0.000,0.000, , , , 
7950.230,1.000,0.000,0.000, , , , 
8191.146,1.000,0.000,1.000, , , , 
8432.062,1.000,0.000,0.000, , , , 
8672.978,1.000,0.000,0.000, , , , 
8913.894,1.000,0.000,0.000, , , , 
9154.811,1.000,0.000,1.000, , , , 
9395.727,3.000,0.000,1.000, , , , 
9636.643,1.000,0.000,0.000, , , , 
9877.559,1.000,0.000,1.000, , , , 
10118.475,0.000,0.000,0.000, , , , 
10359.391,0.000,0.000,0.000, , , , 
10600.307,0.000,0.000,0.000, , , , 
10841.223,2.000,0.000,0.000, , , , 
11082.139,1.000,0.000,0.000, , , , 
11323.055,1.000,0.000,0.000, , , , 
11563.971,0.000,0.000,0.000, , , , 
11804.887,0.000,0.000,0.000, , , , 
12045.803,1.000,0.000,1.000, , , , 
12286.719,0.000,0.000,0.000, , , , 
12527.636,1.000,0.000,0.000, , , , 
12768.552,0.000,0.000,0.000, , , , 
13009.468,2.000,0.000,0.000, , , , 
13250.384,2.000,0.000,0.000, , , , 
13491.300,1.000,0.000,0.000, , , , 
13732.216,1.000,0.000,0.000, , , , 
13973.132,2.000,0.000,0.000, , , , 
14214.048,3.000,0.000,0.000, , , , 
14454.964,0.000,0.000,1.000, , , , 
14695.880,0.000,0.000,0.000, , , , 
14936.796,0.000,0.000,0.000, , , , 
15177.712,1.000,0.000,0.000, , , , 
15418.628,2.000,0.000,0.000, , , , 
15659.544,1.000,0.000,1.000, , , , 
15900.460,1.000,0.000,0.000, , , , 
16141.377,1.000,0.000,0.000, , , , 
16382.293,2.000,0.000,0.000, , , , 
16623.209,0.000,0.000,0.000, , , , 
16864.125,2.000,0.000,1.000, , , , 
17105.041,1.000,0.000,0.000, , , , 
17345.957,0.000,0.000,0.000, , , , 
17586.873,1.000,0.000,0.000, , , , 
17827.789,0.000,0.000,0.000, , , , 
18068.705,1.000,0.000,1.000, , , , 
18309.621,1.000,0.000,0.000, , , , 
18550.537,1.000,0.000,1.000, , , , 
18791.453,3.000,0.000,1.000, , , , 
19032.369,4.000,0.000,0.000, , , , 
19273.285,0.000,0.000,1.000, , , , 
19514.201,2.000,0.000,1.000, , , , 
19755.118,1.000,0.000,0.000, , , , 
19996.034,1.000,0.000,0.000, , , , 
20236.950,0.000,0.000,0.000, , , , 
20477.866,0.000,0.000,1.000, , , , 
20718.782,2.000,0.000,1.000, , , , 
20959.698,0.000,0.000,0.000, , , , 
21200.614,1.000,0.000,1.000, , , , 
21441.530,1.000,0.000,0.000, , , , 
21682.446,0.000,0.000,1.000, , , , 
21923.362,0.000,0.000,0.000, , , , 
22164.278,0.000,0.000,0.000, , , , 
22405.194,1.000,0.000,0.000, , , , 
22646.110,2.000,0.000,0.000, , , , 
22887.026,4.000,0.000,1.000, , , , 
23127.942,1.000,0.000,1.000, , , , 
23368.859,2.000,0.000,0.000, , , , 
23609.775,0.000,0.000,2.000, , , , 
23850.691,1.000,0.000,1.000, , , , 
24091.607,1.000,0.000,0.000, , , , 
24332.523,1.000,0.000,0.000, , , , 
24573.439,1.000,0.000,0.000, , , , 
24814.355,1.000,0.000,0.000, , , , 
25055.271,1.000,0.000,0.000, , , , 
25296.187,1.000,0.000,1.000, , , , 
25537.103,1.000,0.000,1.000, , , , 
25778.019,0.000,0.000,1.000, , , , 
26018.935,0.000,0.000,1.000, , , , 
26259.851,0.000,0.000,1.000, , , , 
26500.767,1.000,0.000,1.000, , , , 
26741.683,1.000,0.000,1.000, , , , 
26982.600,0.000,0.000,0.000, , , , 
27223.516,0.000,0.000,1.000, , , , 
27464.432,0.000,0.000,1.000, , , , 
27705.348,1.000,0.000,2.000, , , , 
27946.264,1.000,0.000,2.000, , , , 
28187.180,0.000,0.000,0.000, , , , 
28428.096,1.000,0.000,1.000, , , , 
28669.012,1.000,0.000,1.000, , , , 
28909.928,1.000,0.000,2.000, , , , 
29150.844,1.000,0.000,2.000, , , , 
29391.760,1.000,0.000,2.000, , , , 
29632.676,0.000,0.000,1.000, , , , 
29873.592,2.000,0.000,1.000, , , , 
30114.508,2.000,0.000,2.000, , , , 
30355.425,1.000,0.000,2.000, , , , 
30596.341,2.000,0.000,3.000, , , , 
30837.257,2.000,0.000,3.000, , , , 
31078.173,1.000,0.000,2.000, , , , 
31319.089,1.000,0.000,2.000, , , , 
31560.005,1.000,0.000,2.000, , , , 
31800.921,2.000,0.000,2.000, , , , 
32041.837,1.000,0.000,3.000, , , , 
32282.753,0.000,0.000,2.000, , , , 
32523.669,1.000,0.000,2.000, , , , 
32764.585,0.000,0.000,2.000, , , , 
33005.501,0.000,0.000,5.000, , , , 
33246.417,1.000,0.000,4.000, , , , 
33487.333,1.000,0.000,4.000, , , , 
33728.249,1.000,0.000,4.000, , , , 
33969.166,2.000,0.000,5.000, , , , 
34210.082,1.000,0.000,4.000, , , , 
34450.998,1.000,0.000,7.000, , , , 
34691.914,0.000,0.000,6.000, , , , 
34932.830,1.000,0.000,8.000, , , , 
35173.746,1.000,0.000,8.000, , , , 
35414.662,1.000,0.000,8.000, , , , 
35655.578,2.000,0.000,6.000, , , , 
35896.494,1.000,0.000,11.000, , , , 
36137.410,1.000,0.000,10.000, , , , 
36378.326,3.000,0.000,12.000, , , , 
36619.242,3.000,0.000,12.000, , , , 
36860.158,4.000,0.000,12.000, , , , 
37101.074,4.000,0.000,16.000, , , , 
37341.990,3.000,0.000,15.000, , , , 
37582.907,21.000,0.000,20.000, , , , 
37823.823,37.000,0.000,21.000, , , , 
38064.739,88.000,0.000,41.000, , , , 
38305.655,98.000,0.000,50.000, , , , 
38546.571,114.000,0.000,47.000, , , , 
38787.487,102.000,0.000,44.000, , , , 
39028.403,137.000,0.000,54.000, , , , 
39269.319,140.000,0.000,72.000, , , , 
39510.235,143.000,0.000,65.000, , , , 
39751.151,123.000,0.000,85.000, , , , 
39992.067,125.000,0.000,71.000, , , , 
40232.983,158.000,0.000,66.000, , , , 
40473.899,193.000,0.000,53.000, , , , 
40714.815,181.000,0.000,65.000, , , , 
40955.731,200.000,0.000,56.000, , , , 
41196.648,172.000,0.000,51.000, , , , 
41437.564,159.000,0.000,55.000, , , , 
41678.480,120.000,0.000,54.000, , , , 
41919.396,130.000,0.000,59.000, , , , 
42160.312,105.000,0.000,67.000, , , , 
42401.228,86.000,0.000,69.000, , , , 
42642.144,86.000,0.000,69.000, , , , 
42883.060,95.000,0.000,71.000, , , , 
43123.976,82.000,0.000,78.000, , , , 
43364.892,85.000,0.000,77.000, , , , 
43605.808,74.000,0.000,84.000, , , , 
43846.724,86.000,0.000,93.000, , , , 
44087.640,73.000,0.000,99.000, , , , 
44328.556,68.000,0.000,85.000, , , , 
44569.472,46.000,0.000,80.000, , , , 
44810.389,30.000,0.000,77.000, , , , 
45051.305,53.000,0.000,89.000, , , , 
45292.221,38.000,0.000,84.000, , , , 
45533.137,39.000,0.000,84.000, , , , 
45774.053,34.000,0.000,73.000, , , , 
46014.969,24.000,0.000,76.000, , , , 
46255.885,24.000,0.000,75.000, , , , 
46496.801,23.000,0.000,67.000, , , , 
46737.717,22.000,0.000,64.000, , , , 
46978.633,30.000,0.000,58.000, , , , 
47219.549,43.000,0.000,56.000, , , , 
47460.465,50.000,0.000,56.000, , , , 
47701.381,83.000,0.000,58.000, , , , 
47942.297,75.000,0.000,60.000, , , , 
48183.214,76.000,0.000,68.000, , , , 
48424.130,76.000,0.000,68.000, , , , 
48665.046,79.000,0.000,63.000, , , , 
48905.962,80.000,0.000,67.000, , , , 
49146.878,94.000,0.000,77.000, , , , 
49387.794,121.000,0.000,75.000, , , , 
49628.710,100.000,0.000,74.000, , , , 
49869.626,119.000,0.000,77.000, , , , 
50110.542,102.000,0.000,71.000, , , , 
50351.458,82.000,0.000,77.000, , , , 
50592.374,109.000,0.000,74.000, , , , 
50833.290,132.000,0.000,78.000, , , , 
51074.206,168.000,0.000,74.000, , , , 
51315.122,166.000,0.000,81.000, , , , 
51556.038,191.000,0.000,76.000, , , , 
51796.955,186.000,0.000,72.000, , , , 
52037.871,161.000,0.000,77.000, , , , 
52278.787,183.000,0.000,66.000, , , , 
52519.703,193.000,0.000,65.000, , , , 
52760.619,209.000,0.000,67.000, , , , 
53001.535,188.000,0.000,63.000, , , , 
53242.451,192.000,0.000,67.000, , , , 
53483.367,142.000,0.000,55.000, , , , 
53724.283,122.000,0.000,47.000, , , , 
53965.199,86.000,0.000,47.000, , , , 
54206.115,90.000,0.000,53.000, , , , 
54447.031,78.000,0.000,52.000, , , , 
54687.947,85.000,0.000,53.000, , , , 
54928.863,90.000,0.000,50.000, , , , 
55169.779,107.000,0.000,47.000, , , , 
55410.696,119.000,0.000,52.000, , , , 
55651.612,100.000,0.000,54.000, , , , 
55892.528,102.000,0.000,47.000, , , , 
56133.444,104.000,0.000,51.000, , , , 
56374.360,108.000,0.000,51.000, , , , 
56615.276,102.000,0.000,51.000, , , , 
56856.192,80.000,0.000,56.000, , , , 
57097.108,76.000,0.000,46.000, , , , 
57338.024,66.000,0.000,50.000, , , , 
57578.940,50.000,0.000,47.000, , , , 
57819.856,40.000,0.000,43.000, , , , 
58060.772,41.000,0.000,37.000, , , , 
58301.688,36.000,0.000,35.000, , , , 
58542.604,44.000,0.000,34.000, , , , 
58783.520,47.000,0.000,35.000, , , , 
59024.437,66.000,0.000,35.000, , , , 
59265.353,107.000,0.000,39.000, , , , 
59506.269,105.000,0.000,39.000, , , , 
59747.185,123.000,0.000,42.000, , , , 
59988.101,86.000,0.000,40.000, , , , 
60229.017,86.000,0.000,40.000, , , , 
60469.933,102.000,0.000,34.000, , , , 
60710.849,91.000,0.000,35.000, , , , 
60951.765,106.000,0.000,31.000, , , , 
61192.681,83.000,0.000,37.000, , , , 
61433.597,99.000,0.000,38.000, , , , 
61674.513,151.000,0.000,40.000, , , , 
61915.429,155.000,0.000,48.000, , , , 
62156.345,207.000,0.000,50.000, , , , 
62397.261,210.000,0.000,48.000, , , , 
62638.178,182.000,0.000,58.000, , , , 
62879.094,196.000,0.000,58.000, , , , 
63120.010,196.000,0.000,67.000, , , , 
63360.926,181.000,0.000,66.000, , , , 
63601.842,150.000,0.000,62.000, , , , 
63842.758,146.000,0.000,63.000, , , , 
64083.674,137.000,0.000,64.000, , , , 
64324.590,142.000,0.000,62.000, , , , 
64565.506,120.000,0.000,56.000, , , , 
64806.422,109.000,0.000,55.000, , , , 
65047.338,121.000,0.000,48.000, , , , 
65288.254,129.000,0.000,48.000, , , , 
65529.170,129.000,0.000,48.000, , , , 
65770.086,125.000,0.000,38.000, , , , 
66011.003,125.000,0.000,38.000, , , , 
66251.919,94.000,0.000,36.000, , , , 
66492.835,78.000,0.000,29.000, , , , 
66733.751,89.000,0.000,28.000, , , , 
66974.667,71.000,0.000,26.000, , , , 
67215.583,64.000,0.000,24.000, , , , 
67456.499,72.000,0.000,22.000, , , , 
67697.415,80.000,0.000,18.000, , , , 
67938.331,105.000,0.000,16.000, , , , 
68179.247,136.000,0.000,18.000, , , , 
68420.163,139.000,0.000,22.000, , , , 
68661.079,182.000,0.000,26.000, , , , 
68901.995,182.000,0.000,26.000, , , , 
69142.911,195.000,0.000,21.000, , , , 
69383.827,162.000,0.000,20.000, , , , 
69624.744,147.000,0.000,18.000, , , , 
69865.660,144.000,0.000,18.000, , , , 
70106.576,149.000,0.000,19.000, , , , 
70347.492,136.000,0.000,19.000, , , , 
70588.408,121.000,0.000,25.000, , , , 
70829.324,115.000,0.000,23.000, , , , 
71070.240,83.000,0.000,25.000, , , , 
71311.156,87.000,0.000,22.000, , , , 
71552.072,105.000,0.000,26.000, , , , 
71792.988,119.000,0.000,25.000, , , , 
72033.904,121.000,0.000,24.000, , , , 
72274.820,128.000,0.000,29.000, , , , 
72515.736,128.000,0.000,27.000, , , , 
72756.652,128.000,0.000,33.000, , , , 
72997.568,118.000,0.000,28.000, , , , 
73238.485,117.000,0.000,30.000, , , , 
73479.401,112.000,0.000,29.000, , , , 
73720.317,125.000,0.000,32.000, , , , 
73961.233,111.000,0.000,27.000, , , , 
74202.149,151.000,0.000,34.000, , , , 
74443.065,112.000,0.000,35.000, , , , 
74683.981,115.000,0.000,33.000, , , , 
74924.897,109.000,0.000,37.000, , , , 
75165.813,123.000,0.000,32.000, , , , 
75406.729,131.000,0.000,33.000, , , , 
75647.645,140.000,0.000,31.000, , , , 
75888.561,156.000,0.000,32.000, , , , 
76129.477,133.000,0.000,40.000, , , , 
76370.393,130.000,0.000,41.000, , , , 
76611.309,121.000,0.000,43.000, , , , 
76852.226,117.000,0.000,36.000, , , , 
77093.142,144.000,0.000,36.000, , , , 
77334.058,124.000,0.000,37.000, , , , 
77574.974,123.000,0.000,30.000, , , , 
77815.890,123.000,0.000,30.000, , , , 
78056.806,110.000,0.000,29.000, , , , 
78297.722,143.000,0.000,26.000, , , , 
78538.638,150.000,0.000,23.000, , , , 
78779.554,185.000,0.000,23.000, , , , 
79020.470,165.000,0.000,25.000, , , , 
79261.386,174.000,0.000,24.000, , , , 
