TrackNumber,TimePoint,Position,AreaMorphologyCh01,CVBgCorrectedCh01,CVImgDivByBgMinus1Ch01,CVImgMinusBgCh01,CVNoBgCorrectedCh01,MeanBgCorrectedCh01,MeanImgDivByBgMinus1Ch01,MeanImgMinusBgCh01,MeanNoBgCorrectedCh01,PerimeterMorphologyCh01,StdDevBgCorrectedCh01,StdDevImgDivByBgMinus1Ch01,StdDevImgMinusBgCh01,StdDevNoBgCorrectedCh01,SumBgCorrectedCh01,SumImgDivByBgMinus1Ch01,SumImgMinusBgCh01,SumNoBgCorrectedCh01,active,inspected
2,52,1,949,nan,nan,nan,36.236,nan,nan,nan,0.154535,128.77,nan,nan,nan,0.0559972,nan,nan,nan,155.925,1,1
2,53,1,764.5,nan,nan,nan,35.3203,nan,nan,nan,0.165259,112.669,nan,nan,nan,0.0583701,nan,nan,nan,134.686,1,1
2,54,1,1161,nan,nan,nan,34.6963,nan,nan,nan,0.169276,133.255,nan,nan,nan,0.0587324,nan,nan,nan,206.855,1,1
2,55,1,866.5,nan,nan,nan,31.787,nan,nan,nan,0.182427,122.184,nan,nan,nan,0.0579882,nan,nan,nan,168.38,1,1
2,56,1,719.5,nan,nan,nan,25.5838,nan,nan,nan,0.201077,102.669,nan,nan,nan,0.0514431,nan,nan,nan,153.824,1,1
2,57,1,954,nan,nan,nan,26.2647,nan,nan,nan,0.204735,120.569,nan,nan,nan,0.0537732,nan,nan,nan,206.169,1,1
2,58,1,554,nan,nan,nan,18.0097,nan,nan,nan,0.234908,104.569,nan,nan,nan,0.0423062,nan,nan,nan,140.71,1,1
2,59,1,512,nan,nan,nan,18.5253,nan,nan,nan,0.247724,96.9117,nan,nan,nan,0.0458917,nan,nan,nan,137.239,1,1
2,60,1,620,nan,nan,nan,25.9003,nan,nan,nan,0.242695,99.598,nan,nan,nan,0.0628586,nan,nan,nan,161.392,1,1
2,61,1,611.5,nan,nan,nan,21.0639,nan,nan,nan,0.258591,100.184,nan,nan,nan,0.0544694,nan,nan,nan,169.894,1,1
2,62,1,631,nan,nan,nan,22.3428,nan,nan,nan,0.266057,96.7696,nan,nan,nan,0.0594445,nan,nan,nan,179.588,1,1
2,63,1,715.5,nan,nan,nan,22.9103,nan,nan,nan,0.26833,104.527,nan,nan,nan,0.0614751,nan,nan,nan,205.004,1,1
2,64,1,740.5,nan,nan,nan,22.0762,nan,nan,nan,0.277718,113.012,nan,nan,nan,0.0613097,nan,nan,nan,219.953,1,1
2,65,1,874,nan,nan,nan,22.1226,nan,nan,nan,0.27368,116.912,nan,nan,nan,0.0605452,nan,nan,nan,253.427,1,1
2,66,1,772,nan,nan,nan,21.4573,nan,nan,nan,0.292052,113.598,nan,nan,nan,0.0626664,nan,nan,nan,240.651,1,1
2,67,1,1071.5,nan,nan,nan,26.2972,nan,nan,nan,0.278015,131.983,nan,nan,nan,0.0731101,nan,nan,nan,314.157,1,1
2,68,1,848,nan,nan,nan,24.4931,nan,nan,nan,0.2975,119.255,nan,nan,nan,0.0728669,nan,nan,nan,268.345,1,1
2,69,1,1109,nan,nan,nan,26.3291,nan,nan,nan,0.298772,128.569,nan,nan,nan,0.0786642,nan,nan,nan,348.369,1,1
2,70,1,1004,nan,nan,nan,26.8232,nan,nan,nan,0.309286,124.912,nan,nan,nan,0.0829604,nan,nan,nan,327.843,1,1
2,71,1,1058,nan,nan,nan,27.1603,nan,nan,nan,0.314939,128.569,nan,nan,nan,0.0855382,nan,nan,nan,351.157,1,1
2,72,1,1035.5,nan,nan,nan,24.8962,nan,nan,nan,0.338775,123.497,nan,nan,nan,0.0843422,nan,nan,nan,369.604,1,1
2,73,1,861.5,nan,nan,nan,25.3456,nan,nan,nan,0.351337,117.497,nan,nan,nan,0.0890485,nan,nan,nan,321.122,1,1
2,74,1,731.5,nan,nan,nan,15.9555,nan,nan,nan,0.395141,104.669,nan,nan,nan,0.0630467,nan,nan,nan,307.42,1,1
2,75,1,750.5,nan,nan,nan,16.26,nan,nan,nan,0.411902,104.669,nan,nan,nan,0.0669754,nan,nan,nan,328.286,1,1
2,76,1,872.5,nan,nan,nan,18.6397,nan,nan,nan,0.417084,115.154,nan,nan,nan,0.0777432,nan,nan,nan,384.969,1,1
2,77,1,787.5,nan,nan,nan,16.6136,nan,nan,nan,0.434824,109.154,nan,nan,nan,0.0722398,nan,nan,nan,363.078,1,1
2,78,1,788.5,nan,nan,nan,16.9543,nan,nan,nan,0.454874,107.497,nan,nan,nan,0.0771206,nan,nan,nan,380.275,1,1
2,79,1,938,nan,nan,nan,18.5363,nan,nan,nan,0.450132,117.397,nan,nan,nan,0.083438,nan,nan,nan,445.18,1,0
2,80,1,872.5,nan,nan,nan,18.0752,nan,nan,nan,0.465392,115.983,nan,nan,nan,0.0841204,nan,nan,nan,429.557,1,1
2,81,1,1004.5,nan,nan,nan,19.0897,nan,nan,nan,0.460106,121.154,nan,nan,nan,0.0878329,nan,nan,nan,486.792,1,0
2,82,1,858,nan,nan,nan,16.4561,nan,nan,nan,0.494554,110.912,nan,nan,nan,0.0813842,nan,nan,nan,448.561,1,1
2,83,1,827,nan,nan,nan,15.6678,nan,nan,nan,0.504583,109.74,nan,nan,nan,0.0790568,nan,nan,nan,441.51,1,1
2,84,1,790,nan,nan,nan,11.5346,nan,nan,nan,0.338753,134.711,nan,nan,nan,0.039074,nan,nan,nan,287.263,1,1
2,85,1,884.5,nan,nan,nan,16.659,nan,nan,nan,0.316333,127.012,nan,nan,nan,0.0526979,nan,nan,nan,298.302,1,1
2,86,1,784,nan,nan,nan,20.6998,nan,nan,nan,0.278515,124.426,nan,nan,nan,0.0576521,nan,nan,nan,234.231,1,1
2,87,1,927,nan,nan,nan,35.4991,nan,nan,nan,0.163906,118.912,nan,nan,nan,0.058185,nan,nan,nan,160.627,1,1
3,27,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,1
3,28,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,1
3,29,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
3,30,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
3,31,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
3,32,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
3,33,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
3,34,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
3,35,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
3,36,1,1108.5,nan,nan,nan,18.0272,nan,nan,nan,0.116164,133.497,nan,nan,nan,0.0209412,nan,nan,nan,135.796,1,1
3,37,1,905.5,nan,nan,nan,21.1991,nan,nan,nan,0.119455,129.012,nan,nan,nan,0.0253235,nan,nan,nan,115.275,1,1
3,38,1,1028.5,nan,nan,nan,21.8476,nan,nan,nan,0.119878,133.841,nan,nan,nan,0.0261904,nan,nan,nan,130.667,1,1
3,39,1,1056.5,nan,nan,nan,25.4279,nan,nan,nan,0.122678,130.184,nan,nan,nan,0.0311944,nan,nan,nan,137.031,1,1
3,40,1,1386.5,nan,nan,nan,24.7955,nan,nan,nan,0.122117,153.012,nan,nan,nan,0.0302796,nan,nan,nan,178.047,1,1
3,41,1,989,nan,nan,nan,27.4245,nan,nan,nan,0.124685,133.941,nan,nan,nan,0.0341942,nan,nan,nan,131.169,1,1
3,42,1,1254.5,nan,nan,nan,29.1587,nan,nan,nan,0.126514,150.184,nan,nan,nan,0.0368899,nan,nan,nan,167.631,1,1
3,43,1,948,nan,nan,nan,29.4906,nan,nan,nan,0.127251,132.426,nan,nan,nan,0.0375271,nan,nan,nan,128.396,1,1
3,44,1,1132,nan,nan,nan,30.3977,nan,nan,nan,0.128591,138.083,nan,nan,nan,0.0390888,nan,nan,nan,153.667,1,1
3,45,1,1483.5,nan,nan,nan,31.2219,nan,nan,nan,0.12996,163.983,nan,nan,nan,0.0405762,nan,nan,nan,202.478,1,1
3,46,1,1374.5,nan,nan,nan,32.5316,nan,nan,nan,0.132533,152.669,nan,nan,nan,0.043115,nan,nan,nan,191.51,1,1
3,47,1,1430.5,nan,nan,nan,33.9178,nan,nan,nan,0.136082,162.326,nan,nan,nan,0.0461561,nan,nan,nan,204.804,1,1
3,48,1,1852.5,nan,nan,nan,34.5046,nan,nan,nan,0.136582,187.782,nan,nan,nan,0.0471272,nan,nan,nan,264.424,1,1
3,49,1,1120.5,nan,nan,nan,35.9272,nan,nan,nan,0.145748,139.983,nan,nan,nan,0.0523632,nan,nan,nan,172.42,1,1
3,50,1,1138.5,nan,nan,nan,36.2038,nan,nan,nan,0.149578,139.154,nan,nan,nan,0.0541529,nan,nan,nan,179.643,1,1
3,51,1,1022.5,nan,nan,nan,36.0968,nan,nan,nan,0.157638,123.154,nan,nan,nan,0.0569024,nan,nan,nan,169.776,1,1
3,52,1,892,nan,nan,nan,34.5797,nan,nan,nan,0.169943,138.995,nan,nan,nan,0.0587658,nan,nan,nan,161.106,1,0
3,53,1,1184.5,nan,nan,nan,34.6691,nan,nan,nan,0.169433,137.983,nan,nan,nan,0.0587409,nan,nan,nan,211.114,1,1
3,54,1,1428.5,nan,nan,nan,34.0597,nan,nan,nan,0.172706,146.669,nan,nan,nan,0.0588233,nan,nan,nan,258.369,1,1
3,55,1,1235.5,nan,nan,nan,31.3463,nan,nan,nan,0.184041,134.811,nan,nan,nan,0.05769,nan,nan,nan,238.333,1,1
3,56,1,914.5,nan,nan,nan,25.224,nan,nan,nan,0.201961,118.669,nan,nan,nan,0.0509427,nan,nan,nan,195.498,1,1
3,57,1,1027.5,nan,nan,nan,22.6385,nan,nan,nan,0.209746,134.326,nan,nan,nan,0.0474834,nan,nan,nan,228.204,1,1
3,58,1,792,nan,nan,nan,14.1596,nan,nan,nan,0.234428,127.882,nan,nan,nan,0.0331941,nan,nan,nan,198.561,1,1
3,59,1,791,nan,nan,nan,17.0929,nan,nan,nan,0.247346,129.054,nan,nan,nan,0.0422786,nan,nan,nan,209.502,1,1
3,60,1,735.5,nan,nan,nan,19.7162,nan,nan,nan,0.262089,120.326,nan,nan,nan,0.051674,nan,nan,nan,206.788,1,1
3,61,1,1111,nan,nan,nan,24.3285,nan,nan,nan,0.253256,135.74,nan,nan,nan,0.0616133,nan,nan,nan,296.816,1,1
3,62,1,901,nan,nan,nan,21.8386,nan,nan,nan,0.275383,124.083,nan,nan,nan,0.0601398,nan,nan,nan,263.541,1,1
3,63,1,901,nan,nan,nan,20.4776,nan,nan,nan,0.289642,120.912,nan,nan,nan,0.0593117,nan,nan,nan,276.608,1,1
3,64,1,947.5,nan,nan,nan,21.7811,nan,nan,nan,0.290722,132.326,nan,nan,nan,0.0633223,nan,nan,nan,292.757,1,1
3,65,1,1125,nan,nan,nan,22.1531,nan,nan,nan,0.293854,141.255,nan,nan,nan,0.0650979,nan,nan,nan,349.686,1,1
3,66,1,1150,nan,nan,nan,21.7327,nan,nan,nan,0.307086,138.569,nan,nan,nan,0.066738,nan,nan,nan,372.188,1,1
3,67,1,1099,nan,nan,nan,21.1953,nan,nan,nan,0.317782,135.74,nan,nan,nan,0.067355,nan,nan,nan,368.627,1,1
3,68,1,1052.5,nan,nan,nan,19.4002,nan,nan,nan,0.334235,137.154,nan,nan,nan,0.0648421,nan,nan,nan,372.337,1,1
3,69,1,987.5,nan,nan,nan,18.0018,nan,nan,nan,0.346095,130.326,nan,nan,nan,0.0623033,nan,nan,nan,362.016,1,1
3,70,1,1103,nan,nan,nan,18.0559,nan,nan,nan,0.355488,135.74,nan,nan,nan,0.0641866,nan,nan,nan,413.788,1,1
3,71,1,815,nan,nan,nan,14.6818,nan,nan,nan,0.388868,121.397,nan,nan,nan,0.0570929,nan,nan,nan,337.537,1,1
3,72,1,891.5,nan,nan,nan,15.6055,nan,nan,nan,0.390352,121.983,nan,nan,nan,0.0609165,nan,nan,nan,368.882,1,1
3,73,1,888,nan,nan,nan,15.1853,nan,nan,nan,0.400849,122.569,nan,nan,nan,0.06087,nan,nan,nan,377.6,1,1
3,74,1,896,nan,nan,nan,14.8213,nan,nan,nan,0.416812,124.569,nan,nan,nan,0.0617769,nan,nan,nan,396.388,1,1
3,75,1,1086,nan,nan,nan,17.3513,nan,nan,nan,0.414116,133.882,nan,nan,nan,0.0718544,nan,nan,nan,473.749,1,1
3,76,1,1002,nan,nan,nan,16.06,nan,nan,nan,0.433085,126.569,nan,nan,nan,0.0695535,nan,nan,nan,458.204,1,1
3,77,1,970.5,nan,nan,nan,15.0854,nan,nan,nan,0.446141,126.811,nan,nan,nan,0.0673022,nan,nan,nan,457.741,1,1
3,78,1,968,nan,nan,nan,15.5734,nan,nan,nan,0.457605,125.397,nan,nan,nan,0.0712645,nan,nan,nan,468.129,1,1
3,79,1,1147,nan,nan,nan,18.2791,nan,nan,nan,0.457789,133.397,nan,nan,nan,0.0836797,nan,nan,nan,552.094,1,0
3,80,1,1170.5,nan,nan,nan,18.1451,nan,nan,nan,0.465041,134.811,nan,nan,nan,0.084382,nan,nan,nan,572,1,0
3,81,1,1191.5,nan,nan,nan,18.1686,nan,nan,nan,0.468925,132.811,nan,nan,nan,0.0851972,nan,nan,nan,586.157,1,0
3,82,1,1263,nan,nan,nan,18.8856,nan,nan,nan,0.463912,137.397,nan,nan,nan,0.0876125,nan,nan,nan,614.22,1,0
3,83,1,1173,nan,nan,nan,17.0932,nan,nan,nan,0.486083,129.397,nan,nan,nan,0.0830873,nan,nan,nan,597.882,1,0
3,84,1,1300.5,nan,nan,nan,19.3283,nan,nan,nan,0.479469,137.296,nan,nan,nan,0.0926735,nan,nan,nan,652.078,1,0
3,85,1,1209.5,nan,nan,nan,16.9474,nan,nan,nan,0.455821,133.296,nan,nan,nan,0.0772498,nan,nan,nan,577.525,1,0
3,86,1,2008,nan,nan,nan,14.1292,nan,nan,nan,0.334286,199.137,nan,nan,nan,0.047232,nan,nan,nan,699.325,1,0
3,87,1,1307,nan,nan,nan,24.4134,nan,nan,nan,0.203893,138.083,nan,nan,nan,0.0497772,nan,nan,nan,279.333,1,1
4,88,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,89,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,90,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,91,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,92,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,93,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,94,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,95,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,96,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,97,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,98,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,99,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,100,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,101,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,102,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,103,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,104,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,105,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,106,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,107,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,108,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,109,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,110,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,111,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,112,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,113,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,114,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,115,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,116,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,117,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,118,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,119,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,120,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,121,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,122,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
4,123,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
5,88,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
5,89,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
5,90,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
5,91,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
5,92,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
5,93,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
5,94,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
5,95,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,1,0
