Name:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1-A;B1-A;R1-A
Username:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1 VioBlue-A;B1 FITC-A;R1 APC-A
Id:
0;0;0;0;1;2;3;5;8
Resolution:
4;4;4;4;4;4;4;4;4
Data min:
0.;0.;0.;0.;0.;0.;0.;0.;0.
Data max:
40.48320007324219;1000.;1000.;25.;1000.;1000.;1000.;1000.;1000.
Format:
Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear
Scale:
Linear;Linear;Linear;Linear;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic
Data factor:
2.470160461962223e-002;1.000000047497451e-003;1.000000047497451e-003;3.999999910593033e-002;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003
Gain:
1.;1.;1.;1.;1.;1.;1.;1.;1.
Data:
2.662080340087414e-002;6.399999983841553e-005;6.399999983841553e-005;1.743999868631363e-002;6.105360761284828e-002;1.30119901150465e-002;9.69025120139122e-003;8.874933701008558e-004;3.400115761905909e-003
2.677873894572258e-002;6.433333328459412e-005;6.433333328459412e-005;1.743999868631363e-002;6.327374279499054e-002;1.367160584777594e-002;1.032047532498837e-002;5.071069113910198e-003;1.115613989531994e-002
2.687901258468628e-002;6.46666667307727e-005;6.46666667307727e-005;1.743999868631363e-002;7.388503104448319e-002;1.492119021713734e-002;1.086835470050573e-002;1.23392129316926e-002;1.100942026823759e-002
2.69289705902338e-002;6.500000017695129e-005;6.500000017695129e-005;1.743999868631363e-002;5.202640220522881e-002;1.281667780131102e-002;9.462850168347359e-003;3.5762571496889e-004;2.679743571206927e-003
2.696835063397884e-002;6.533333362312987e-005;6.533333362312987e-005;1.743999868631363e-002;5.551786720752716e-002;1.298544835299254e-002;1.372490450739861e-002;1.980353519320488e-002;8.209525607526302e-003
2.710643224418163e-002;6.566666706930846e-005;6.566666706930846e-005;1.743999868631363e-002;6.239650398492813e-002;1.395109109580517e-002;1.021613739430904e-002;9.636193281039596e-004;3.235096344724298e-003
2.711293287575245e-002;6.600000051548705e-005;6.600000051548705e-005;1.743999868631363e-002;5.684872344136238e-002;1.489702239632607e-002;1.10649149864912e-002;1.61257665604353e-002;4.382041282951832e-003
2.714082039892674e-002;6.633333396166563e-005;6.633333396166563e-005;1.743999868631363e-002;6.293658167123795e-002;1.143568847328425e-002;9.543289430439472e-003;9.770961478352547e-004;5.183950532227755e-003
2.720396965742111e-002;6.666666740784422e-005;6.666666740784422e-005;1.743999868631363e-002;5.143788456916809e-002;1.061534695327282e-002;9.586457163095474e-003;1.246272004209459e-003;4.324890207499266e-003
2.744594775140286e-002;6.733333430020139e-005;6.733333430020139e-005;1.743999868631363e-002;6.374049186706543e-002;1.545797847211361e-002;1.926828548312187e-002;7.097667455673218e-002;4.894159361720085e-002
2.752263657748699e-002;6.766666774637997e-005;6.766666774637997e-005;1.743999868631363e-002;6.162853166460991e-002;1.823758706450462e-002;1.772492751479149e-002;4.074925929307938e-002;1.710281521081924e-002
2.788645960390568e-002;6.900000153109431e-005;6.900000153109431e-005;1.743999868631363e-002;6.567452847957611e-002;1.556340418756008e-002;9.683833457529545e-003;1.150438445620239e-003;2.651996677741408e-003
2.789128199219704e-002;6.93333349772729e-005;6.93333349772729e-005;1.743999868631363e-002;7.54009485244751e-002;1.581311039626598e-002;1.032940298318863e-002;1.654226891696453e-002;1.836367510259152e-002
2.797132730484009e-002;6.966666842345148e-005;6.966666842345148e-005;1.743999868631363e-002;5.156689137220383e-002;1.092448364943266e-002;1.03772534057498e-002;7.531160954385996e-004;2.835748251527548e-003
2.816806174814701e-002;7.100000220816582e-005;7.100000220816582e-005;1.743999868631363e-002;6.881500035524368e-002;1.720335520803928e-002;8.828421123325825e-003;2.997097559273243e-003;2.991135464981198e-003
2.817646786570549e-002;7.133333565434441e-005;7.133333565434441e-005;1.743999868631363e-002;5.89757114648819e-002;1.783299446105957e-002;1.203791331499815e-002;1.428880076855421e-002;5.425606854259968e-003
2.825036458671093e-002;7.1666669100523e-005;7.1666669100523e-005;1.743999868631363e-002;5.851801484823227e-002;1.017868611961603e-002;2.372146351262927e-003;4.522772040218115e-003;1.278441282920539e-003
2.831638976931572e-002;7.200000254670158e-005;7.200000254670158e-005;1.743999868631363e-002;7.271998375654221e-002;1.867761835455895e-002;9.748557582497597e-003;1.666846568696201e-003;6.547339260578156e-003
2.839724346995354e-002;7.233333599288017e-005;7.233333599288017e-005;1.743999868631363e-002;6.807810813188553e-002;1.321669202297926e-002;1.121478993445635e-002;1.529140397906303e-002;9.203844703733921e-003
2.843250147998333e-002;7.266666943905875e-005;7.266666943905875e-005;1.743999868631363e-002;6.914402544498444e-002;1.834364049136639e-002;1.99948363006115e-002;8.082710206508637e-002;6.13284632563591e-002
2.879947051405907e-002;7.366666977759451e-005;7.366666977759451e-005;1.91200003027916e-002;6.65750727057457e-002;1.484316494315863e-002;1.103984471410513e-002;1.326187793165445e-002;1.366644632071257e-002
2.894649654626846e-002;7.433333666995168e-005;7.433333666995168e-005;1.91200003027916e-002;7.257428765296936e-002;1.635000854730606e-002;1.281996536999941e-002;2.444006502628326e-002;7.540193852037191e-003
2.899560704827309e-002;7.499999628635123e-005;7.499999628635123e-005;1.91200003027916e-002;5.199239403009415e-002;1.028704550117254e-002;1.029870752245188e-002;2.152253175154328e-003;1.496050506830216e-003
2.90774330496788e-002;7.533332973252982e-005;7.533332973252982e-005;1.91200003027916e-002;5.169109255075455e-002;9.286586195230484e-003;1.002714037895203e-002;8.018359658308327e-004;2.846065210178495e-003
2.935033850371838e-002;7.56666631787084e-005;7.56666631787084e-005;1.91200003027916e-002;5.193794518709183e-002;8.821394294500351e-003;9.531243704259396e-003;1.092788414098322e-003;2.689383225515485e-003
2.9422827064991e-002;7.599999662488699e-005;7.599999662488699e-005;1.91200003027916e-002;5.615654587745667e-002;1.357676088809967e-002;9.892252273857594e-003;4.515938926488161e-004;2.007369417697191e-003
2.949309907853603e-002;7.666666351724416e-005;7.666666351724416e-005;1.91200003027916e-002;5.181607976555824e-002;9.731019847095013e-003;1.020115520805121e-002;7.419559406116605e-004;3.502021776512265e-003
2.963981218636036e-002;7.699999696342275e-005;7.699999696342275e-005;1.91200003027916e-002;5.113992840051651e-002;1.100798137485981e-002;9.770051576197147e-003;4.125038103666157e-004;2.829707926139236e-003
2.991969883441925e-002;7.733333040960133e-005;7.733333040960133e-005;1.91200003027916e-002;5.516756698489189e-002;1.216331403702498e-002;1.009648572653532e-002;8.806676487438381e-004;9.563836269080639e-003
2.997665479779244e-002;7.766666385577992e-005;7.766666385577992e-005;1.91200003027916e-002;7.028184831142426e-002;1.603144779801369e-002;1.91023200750351e-002;3.745616972446442e-002;1.680522039532661e-002
3.006129525601864e-002;7.866666419431567e-005;7.866666419431567e-005;2.080000005662441e-002;6.291202455759049e-002;1.356073282659054e-002;1.213423162698746e-002;1.994929648935795e-002;1.148569211363792e-002
3.019434399902821e-002;7.899999764049426e-005;7.899999764049426e-005;2.080000005662441e-002;7.177571952342987e-002;1.404072437435389e-002;2.081259898841381e-002;4.504608735442162e-002;2.211377955973148e-002
3.044331818819046e-002;8.299999899463728e-005;8.299999899463728e-005;2.080000005662441e-002;5.997169017791748e-002;1.360741164535284e-002;9.888997301459312e-003;1.056351466104388e-003;5.981662776321173e-003
3.046512044966221e-002;8.333333244081587e-005;8.333333244081587e-005;2.080000005662441e-002;5.823936313390732e-002;1.222818251699209e-002;1.354441978037357e-002;2.659148350358009e-002;5.778319668024778e-003
3.059280663728714e-002;8.399999933317304e-005;8.399999933317304e-005;2.080000005662441e-002;5.034362897276878e-002;1.352319493889809e-002;9.827829897403717e-003;9.705231641419232e-004;3.0356973875314e-003
3.085507079958916e-002;8.466666622553021e-005;8.466666622553021e-005;2.080000005662441e-002;6.015416607260704e-002;1.116962358355522e-002;1.050895545631647e-002;9.175795130431652e-003;3.464982844889164e-003
3.086716309189796e-002;8.499999967170879e-005;8.499999967170879e-005;2.080000005662441e-002;7.06605389714241e-002;1.325648184865713e-002;9.686162695288658e-003;7.582578342407942e-003;1.155966706573963e-002
3.09484489262104e-002;8.533333311788738e-005;8.533333311788738e-005;2.080000005662441e-002;4.91839125752449e-002;1.302735507488251e-002;9.883217513561249e-003;2.850436372682452e-003;1.052401028573513e-002
3.150882199406624e-002;8.666666690260172e-005;8.666666690260172e-005;2.080000005662441e-002;5.728218704462051e-002;1.460448559373617e-002;1.662451587617397e-002;3.564668819308281e-002;9.372539818286896e-003
3.225002810359001e-002;8.833333413349465e-005;8.833333413349465e-005;2.411999925971031e-002;7.024331390857697e-002;1.601283811032772e-002;9.984732605516911e-003;3.414028557017446e-003;1.137444563210011e-002
3.57830710709095e-002;8.966666791820899e-005;8.966666791820899e-005;2.411999925971031e-002;4.921852052211762e-002;1.18675883859396e-002;9.816383942961693e-003;8.925852016545832e-004;3.496589604765177e-003
3.58191579580307e-002;9.000000136438757e-005;9.000000136438757e-005;2.411999925971031e-002;6.606556475162506e-002;1.233492977917194e-002;1.082553993910551e-002;2.315514022484422e-003;6.368320435285568e-003
3.604638949036598e-002;9.066666825674474e-005;9.066666825674474e-005;2.411999925971031e-002;5.519767478108406e-002;1.018021069467068e-002;6.825811695307493e-003;1.492662588134408e-003;7.350394153036177e-004
3.639234602451325e-002;9.300000237999484e-005;9.300000237999484e-005;2.411999925971031e-002;5.823346599936485e-002;1.535568293184042e-002;1.159909088164568e-002;1.744799315929413e-002;8.381113409996033e-003
3.641418740153313e-002;9.333333582617343e-005;9.333333582617343e-005;2.411999925971031e-002;5.573742091655731e-002;1.02016581222415e-002;9.552407078444958e-003;2.833104226738215e-003;3.71572352014482e-003
3.645323589444161e-002;9.366666927235201e-005;9.366666927235201e-005;2.411999925971031e-002;6.253276020288467e-002;1.241018995642662e-002;9.901432320475578e-003;1.462112530134618e-003;3.878582967445254e-003
3.652408719062805e-002;9.500000305706635e-005;9.500000305706635e-005;2.411999925971031e-002;6.239959225058556e-002;1.132968626916409e-002;9.171746671199799e-003;1.214613206684589e-002;1.033312268555164e-002
3.653348982334137e-002;9.533333650324494e-005;9.533333650324494e-005;2.411999925971031e-002;5.869201943278313e-002;9.37520619481802e-003;9.969283826649189e-003;2.623501047492027e-002;4.176069982349873e-003
3.659849986433983e-002;9.566666994942352e-005;9.566666994942352e-005;2.411999925971031e-002;7.417447865009308e-002;1.340776681900024e-002;1.940139941871166e-002;6.916226446628571e-002;4.346879199147224e-002
3.666558489203453e-002;9.600000339560211e-005;9.600000339560211e-005;2.411999925971031e-002;7.526905834674835e-002;1.736399717628956e-002;1.914313994348049e-002;6.293854117393494e-002;4.424209892749786e-002
3.670428320765495e-002;9.666666301200166e-005;9.666666301200166e-005;2.411999925971031e-002;5.963340029120445e-002;1.044653262943029e-002;9.704326279461384e-003;3.850895911455154e-003;7.435733918100596e-003
3.674076497554779e-002;9.699999645818025e-005;9.699999645818025e-005;2.411999925971031e-002;6.158921122550964e-002;1.290443725883961e-002;1.356732379645109e-002;2.785605937242508e-002;1.25875836238265e-002
3.682540357112885e-002;9.766666335053742e-005;9.766666335053742e-005;2.411999925971031e-002;5.161743983626366e-002;1.233492977917194e-002;1.707655377686024e-002;4.594105109572411e-002;9.99066699296236e-003
3.695660829544067e-002;9.833333024289459e-005;9.833333024289459e-005;2.411999925971031e-002;5.162674933671951e-002;1.168864872306585e-002;1.125024352222681e-002;1.203588116914034e-002;1.243491098284721e-002
3.706406801939011e-002;9.866666368907318e-005;9.866666368907318e-005;2.411999925971031e-002;5.999486148357391e-002;1.417599152773619e-002;9.035075083374977e-003;1.300493953749538e-003;1.795135787688196e-003
3.711659461259842e-002;9.899999713525176e-005;9.899999713525176e-005;2.411999925971031e-002;7.50298947095871e-002;1.409148890525103e-002;1.000093668699265e-002;1.701441244222224e-003;2.882946282625198e-003
3.747627511620522e-002;9.933333058143035e-005;9.933333058143035e-005;2.411999925971031e-002;6.746305525302887e-002;1.360726449638605e-002;1.287274900823832e-002;2.272844687104225e-002;1.486353948712349e-002
3.760375455021858e-002;9.999999747378752e-005;9.999999747378752e-005;2.579999901354313e-002;7.269541919231415e-002;1.482610497623682e-002;1.993565075099468e-002;4.497740417718887e-002;2.033612877130508e-002
3.910142555832863e-002;1.006666643661447e-004;1.006666643661447e-004;2.579999901354313e-002;4.983212798833847e-002;1.204790826886892e-002;1.117172278463841e-002;1.817637868225575e-002;5.555465817451477e-003
3.942613676190376e-002;1.009999978123233e-004;1.009999978123233e-004;2.579999901354313e-002;6.937828660011292e-002;1.504057459533215e-002;1.054553221911192e-002;1.929978840053082e-002;6.608450785279274e-003
3.991783037781715e-002;1.013333312585019e-004;1.013333312585019e-004;2.579999901354313e-002;4.768717661499977e-002;1.04161836206913e-002;9.823738597333431e-003;8.090919582173228e-004;2.865565242245793e-003
4.038198664784432e-002;1.016666647046804e-004;1.016666647046804e-004;2.579999901354313e-002;6.901288032531738e-002;1.279855240136385e-002;1.942155137658119e-002;3.120945580303669e-002;4.267684370279312e-002
4.047371074557304e-002;1.01999998150859e-004;1.01999998150859e-004;2.579999901354313e-002;6.083141639828682e-002;1.45630044862628e-002;1.146901492029429e-002;1.37297110632062e-002;1.606862992048264e-002
4.051762446761131e-002;1.023333315970376e-004;1.023333315970376e-004;2.743999846279621e-002;6.025616824626923e-002;1.391103304922581e-002;9.815018624067307e-003;1.281432458199561e-003;4.496360663324595e-003
4.168636351823807e-002;1.029999984893948e-004;1.029999984893948e-004;2.743999846279621e-002;7.230856269598007e-002;1.314170379191637e-002;1.37612596154213e-002;6.168018281459808e-002;3.194057941436768e-002
4.183216392993927e-002;1.033333319355734e-004;1.033333319355734e-004;2.743999846279621e-002;6.015941128134728e-002;1.801596954464912e-002;1.07549699023366e-002;9.037190116941929e-003;5.609429441392422e-003
4.206778481602669e-002;1.039999988279305e-004;1.039999988279305e-004;2.743999846279621e-002;5.152450129389763e-002;1.322140544652939e-002;9.716209024190903e-003;3.581808414310217e-004;2.41364911198616e-003
4.216072335839272e-002;1.043333322741091e-004;1.043333322741091e-004;2.743999846279621e-002;6.550399214029312e-002;1.30751533433795e-002;8.965766988694668e-003;1.546495826914907e-003;5.329729057848454e-003
4.216188564896584e-002;1.046666657202877e-004;1.046666657202877e-004;2.743999846279621e-002;7.476863265037537e-002;1.970171928405762e-002;8.979594334959984e-003;1.568475854583085e-003;3.201531479135156e-003
4.264064133167267e-002;1.053333326126449e-004;1.053333326126449e-004;2.743999846279621e-002;5.503659695386887e-002;1.167616061866283e-002;9.42990742623806e-003;2.747847931459546e-003;4.146930761635304e-003
4.267274960875511e-002;1.056666660588235e-004;1.056666660588235e-004;2.743999846279621e-002;6.665070354938507e-002;1.229677256196737e-002;1.449365261942148e-002;3.531124070286751e-002;8.172161877155304e-003
4.267923161387444e-002;1.059999995050021e-004;1.059999995050021e-004;2.743999846279621e-002;8.027375489473343e-002;1.758678443729878e-002;1.505532953888178e-002;4.674657806754112e-002;1.610211096704006e-002
4.272788763046265e-002;1.063333329511806e-004;1.063333329511806e-004;2.743999846279621e-002;7.081249356269836e-002;1.397919841110706e-002;1.825421489775181e-002;4.241219907999039e-002;2.259420603513718e-002
4.28180992603302e-002;1.066666663973592e-004;1.066666663973592e-004;2.743999846279621e-002;5.478765070438385e-002;1.152382139116526e-002;9.551843628287315e-003;7.709096535108984e-004;6.247126962989569e-003
4.315227270126343e-002;1.073333332897164e-004;1.073333332897164e-004;2.743999846279621e-002;6.52136355638504e-002;1.417599152773619e-002;1.255354750901461e-002;1.527746021747589e-002;1.167243532836437e-002
4.320784285664558e-002;1.07666666735895e-004;1.07666666735895e-004;2.743999846279621e-002;6.65869265794754e-002;1.27045838162303e-002;1.086613815277815e-002;1.242292765527964e-002;2.711376408115029e-003
4.335722699761391e-002;1.086666670744307e-004;1.086666670744307e-004;2.743999846279621e-002;5.225159600377083e-002;1.025376282632351e-002;9.184865280985832e-003;8.448222070001066e-004;1.366441370919347e-003
4.368245229125023e-002;1.093333339667879e-004;1.093333339667879e-004;2.743999846279621e-002;5.596240982413292e-002;1.589204370975494e-002;1.804921217262745e-002;4.71905916929245e-002;2.357470989227295e-002
4.375531524419785e-002;1.096666674129665e-004;1.096666674129665e-004;2.743999846279621e-002;5.40570430457592e-002;1.371386367827654e-002;9.747187606990337e-003;6.303174421191216e-003;2.220341702923179e-003
4.382260516285896e-002;1.100000008591451e-004;1.100000008591451e-004;2.995999902486801e-002;6.209346279501915e-002;1.17806326597929e-002;9.650152176618576e-003;1.783653628081083e-003;4.434087779372931e-003
4.417342320084572e-002;1.103333343053237e-004;1.103333343053237e-004;2.995999902486801e-002;5.57941384613514e-002;1.088444236665964e-002;1.026738714426756e-002;3.153947764076293e-004;2.949259709566832e-003
4.468340054154396e-002;1.120000015362166e-004;1.120000015362166e-004;2.995999902486801e-002;7.812554389238358e-002;1.436197198927403e-002;1.2937699444592e-002;2.80583593994379e-002;1.032240595668554e-002
4.480640590190888e-002;1.123333349823952e-004;1.123333349823952e-004;2.995999902486801e-002;5.986954271793366e-002;1.116677187383175e-002;9.305968880653381e-003;8.797472692094743e-004;1.891440944746137e-003
4.615838080644608e-002;1.140000022132881e-004;1.140000022132881e-004;2.995999902486801e-002;6.052108108997345e-002;1.06665575876832e-002;1.421875134110451e-002;2.436193078756332e-002;6.46092975512147e-003
4.657938703894615e-002;1.150000025518239e-004;1.150000025518239e-004;2.995999902486801e-002;6.224300712347031e-002;1.474126987159252e-002;8.743801154196262e-003;2.381371334195137e-003;4.935982171446085e-003
4.661934450268745e-002;1.153333359980024e-004;1.153333359980024e-004;2.995999902486801e-002;5.576265603303909e-002;1.482655014842749e-002;1.142840273678303e-002;9.853554889559746e-003;5.551294889301062e-003
4.662305489182472e-002;1.15666669444181e-004;1.15666669444181e-004;3.159999847412109e-002;5.357901006937027e-002;1.46902734413743e-002;9.663092903792858e-003;2.315344987437129e-003;5.258201621472836e-003
4.673605784773827e-002;1.160000028903596e-004;1.160000028903596e-004;3.159999847412109e-002;6.237836182117462e-002;1.08486982062459e-002;9.579824283719063e-003;1.108799828216434e-003;3.415138693526387e-003
4.685799032449722e-002;1.163333363365382e-004;1.163333363365382e-004;3.159999847412109e-002;7.7591672539711e-002;1.399600878357887e-002;9.153246879577637e-003;1.318473252467811e-003;3.425596049055457e-003
4.69745546579361e-002;1.170000032288954e-004;1.170000032288954e-004;3.159999847412109e-002;7.143402099609375e-002;1.655375398695469e-002;1.693758368492127e-002;4.797119647264481e-002;1.280632521957159e-002
4.709178581833839e-002;1.173333293991163e-004;1.173333293991163e-004;3.159999847412109e-002;5.99638931453228e-002;1.301765907555819e-002;1.075603533536196e-002;8.111230563372374e-004;5.886701866984367e-003
4.73824217915535e-002;1.186666631838307e-004;1.186666631838307e-004;3.159999847412109e-002;6.457091122865677e-002;1.375191099941731e-002;1.976586133241653e-002;4.471439495682716e-002;1.40886390581727e-002
4.754696041345596e-002;1.189999966300093e-004;1.189999966300093e-004;3.159999847412109e-002;5.005525797605515e-002;8.731650188565254e-003;1.03747583925724e-002;9.79921780526638e-004;3.8585658185184e-003
4.758472368121147e-002;1.193333300761879e-004;1.193333300761879e-004;3.159999847412109e-002;6.213207915425301e-002;1.338415686041117e-002;1.370074693113565e-002;2.285190857946873e-002;6.25597033649683e-003
4.788058996200562e-002;1.19999996968545e-004;1.19999996968545e-004;3.159999847412109e-002;6.49581179022789e-002;1.291395910084248e-002;1.89569778740406e-002;4.625000059604645e-002;3.279779478907585e-002
